,path,left,middle,right,class
3266,Dset-2.0/training/EndSpeedLimit/1978Image.jpeg,"[283.47047062606373, -114.25770618254421, -112.19387052603156]","[98.3536736421375, 39.17636601947046, -608.4638355886842]","[506.19783615892675, 301.58610054721555, 390.91810465633284]",Dset-2.0
3267,Dset-2.0/training/EndSpeedLimit/9795Image.jpeg,"[-44.85105064859821, -200.16256071484517, -195.45321426767552]","[64.30890756691475, 454.41705203837694, -176.3048253489602]","[124.54846641633351, 53.580290347467624, 101.90001129280965]",Dset-2.0
3268,Dset-2.0/training/EndSpeedLimit/9110Image.jpeg,"[589.97300089276, 221.69389479444578, -134.45927448714528]","[49.337330613858995, 62.18133010657125, -626.8050413190379]","[735.99632821399, 32.821125537046406, -136.49153738992987]",Dset-2.0
3269,Dset-2.0/training/EndSpeedLimit/2040Image.jpeg,"[-138.1850455603299, -182.64659826568572, -184.0925578549628]","[81.81109738722701, 450.28050781764733, -274.2101960868293]","[103.55914327497884, 120.74664685513676, 309.22595673620395]",Dset-2.0
3270,Dset-2.0/training/EndSpeedLimit/10413Image.jpeg,"[357.7746324414806, -163.06927446971594, -9.038004196631416]","[218.26597468023948, -171.88276193275726, 727.9287104742988]","[651.3262622597211, -87.49756582550229, -2.172611250793677]",Dset-2.0
3271,Dset-2.0/training/EndSpeedLimit/1936Image.jpeg,"[-286.1525594190448, 238.88330984726377, -280.4458954323322]","[96.87289199325612, -359.73106211914904, 150.16232594658473]","[-598.0254420005558, 60.84342565329079, 10.783099736302288]",Dset-2.0
3272,Dset-2.0/training/EndSpeedLimit/9779Image.jpeg,"[-59.06315000922054, -141.40759199525988, -313.81069698436966]","[25.562431348025907, -71.90909841784368, 532.6265797392102]","[172.76524049444774, -115.42856679027571, -318.43005356344963]",Dset-2.0
3273,Dset-2.0/training/EndSpeedLimit/9347Image.jpeg,"[-124.29488623921725, -167.040048821643, -269.6991451980285]","[40.841541697785715, 396.1224597297248, 322.03673553481343]","[96.1509852932841, -34.9322059496422, -72.47137538576783]",Dset-2.0
3274,Dset-2.0/training/EndSpeedLimit/9450Image.jpeg,"[42.97386252475099, 7.6196821625065345, -262.32540449041323]","[-92.06821262316961, 261.75259623485215, 472.42782289816984]","[55.30312161944283, -115.35796886228191, 138.61022369548846]",Dset-2.0
3275,Dset-2.0/training/EndSpeedLimit/9399Image.jpeg,"[-153.2663345040419, -308.7096731468868, -143.55471145901083]","[-62.035690073871066, -232.88145909248138, 40.75816995570091]","[179.68018821891948, -73.40176827641442, -316.15097409602276]",Dset-2.0
3276,Dset-2.0/training/EndSpeedLimit/9663Image.jpeg,"[-185.65801193735476, 175.95475697599852, -165.14604679431397]","[70.94571842452889, -322.1481396766384, -134.18722113683424]","[-579.6179488759916, 73.32785962467803, -0.13421025343575685]",Dset-2.0
3277,Dset-2.0/training/EndSpeedLimit/9284Image.jpeg,"[393.6835335914583, 341.77317790630536, -336.4719372498896]","[-63.91526188790455, -517.0013146643314, -134.6845794675693]","[461.9003544465212, -143.4103740157536, -77.95944980741186]",Dset-2.0
3278,Dset-2.0/training/EndSpeedLimit/9634Image.jpeg,"[-247.59926322463548, -19.339365276658125, -556.2067325954184]","[117.76581584520352, -498.8231054720688, -269.17867117659705]","[-395.25687889199014, -265.0286991586129, -280.15958681483676]",Dset-2.0
3279,Dset-2.0/training/EndSpeedLimit/9981Image.jpeg,"[493.8114500844904, -73.28203788644139, 43.26209456881409]","[196.40548184361074, -391.6835485125131, 628.2386712348607]","[718.402557846869, -62.00098638981782, 0.038906254353427226]",Dset-2.0
3280,Dset-2.0/training/EndSpeedLimit/9714Image.jpeg,"[-460.49041579565557, -191.22345574790782, 260.47119288399915]","[222.4577807354367, -266.17898190126056, -600.9603202739983]","[-197.43413583545095, -108.55831045563502, 487.31360290265843]",Dset-2.0
3281,Dset-2.0/training/EndSpeedLimit/10102Image.jpeg,"[-531.4307003523847, -103.01712478953506, 232.93295058988787]","[198.96957716107892, 96.9274180785359, -578.7543506317451]","[-219.25654315706177, -37.956250613764745, 472.1448367472223]",Dset-2.0
3282,Dset-2.0/training/EndSpeedLimit/9860Image.jpeg,"[257.36716657398966, -186.17669939802695, -94.81538246831431]","[97.38436210182273, -357.73652077047865, -558.6746129162515]","[514.1889588625344, 204.12184287765595, 371.803762359247]",Dset-2.0
3283,Dset-2.0/training/EndSpeedLimit/10261Image.jpeg,"[15.940753434567926, -254.70237576002762, -67.11894448692838]","[141.93309441872083, -241.59044018686316, -616.0784810909505]","[173.3390854474896, 9.468858084858212, 469.9180885848728]",Dset-2.0
3284,Dset-2.0/training/EndSpeedLimit/9020Image.jpeg,"[641.2098604954765, 43.42050504110987, 115.21191313351993]","[96.0302795038066, -480.15270289068167, 504.12662495925576]","[768.3117717882842, -22.562531797664175, -10.899031293971223]",Dset-2.0
3285,Dset-2.0/training/EndSpeedLimit/9065Image.jpeg,"[613.0661604310308, -63.59511435775805, -54.68114068190077]","[-95.23640667370795, -324.61563595887446, 88.05881904724568]","[562.1548093399575, 227.78396681593676, -200.70804897498925]",Dset-2.0
3286,Dset-2.0/training/EndSpeedLimit/10338Image.jpeg,"[-1.7556071033526104, -302.22948079828194, -13.284015431284065]","[161.62918867141047, -681.3322518922147, -232.63229253925823]","[245.57345466289956, -198.1878166704214, 356.0674232424258]",Dset-2.0
3287,Dset-2.0/training/EndSpeedLimit/10016Image.jpeg,"[-449.80379166276896, -228.94005461031546, 262.2343851100906]","[269.79639293193236, -600.3298303125092, -380.3229465534207]","[-193.33214334307706, -204.77658374487498, 458.00945869499344]",Dset-2.0
3288,Dset-2.0/training/EndSpeedLimit/10214Image.jpeg,"[56.4377680930965, -337.6577429487508, -51.45044342038281]","[227.34302143096227, -234.9134054294737, 737.58288806834]","[285.69007634973934, -385.69485282232773, 89.56420978708744]",Dset-2.0
3289,Dset-2.0/training/EndSpeedLimit/9241Image.jpeg,"[270.21247398070864, -312.14754859906066, -188.9050913878366]","[-166.10522579552762, -104.78697354695692, 162.7442771385975]","[412.27458152247084, 129.9175067979241, -239.62429180541702]",Dset-2.0
3290,Dset-2.0/training/EndSpeedLimit/9667Image.jpeg,"[-199.58645215648815, 269.6969214193248, -270.0331863956331]","[65.58882946153874, -363.79798501725327, 149.98458515462215]","[-579.7144053568051, 74.5525724847335, -0.41158640295656074]",Dset-2.0
3291,Dset-2.0/training/EndSpeedLimit/1908Image.jpeg,"[-417.5348873779884, -246.71490031459456, 235.7106404553454]","[341.15596773974755, -671.1307052136864, 181.66584362239573]","[-175.12450097497657, -386.338570056106, 287.20660411687226]",Dset-2.0
3292,Dset-2.0/training/EndSpeedLimit/9273Image.jpeg,"[484.0655452374962, -107.24674270957513, -23.523961136147424]","[247.07361428292194, 736.0670629265209, -19.77555793922186]","[609.6776479828033, -55.0736526687019, -83.30993815224701]",Dset-2.0
3293,Dset-2.0/training/EndSpeedLimit/9147Image.jpeg,"[445.0338651650228, 351.36798278705163, 139.2904486379969]","[-149.86681051073114, -88.69355492581765, -299.11140023233764]","[717.0276362893289, -100.14070588680879, 11.629478729197572]",Dset-2.0
3294,Dset-2.0/training/EndSpeedLimit/10282Image.jpeg,"[56.96977814133198, -332.222706055906, -33.3267908630597]","[241.24487370559766, -581.5471927165182, 509.25631280729635]","[248.67774744904108, -373.8391450396934, 174.87076268723402]",Dset-2.0
3295,Dset-2.0/training/EndSpeedLimit/1989Image.jpeg,"[218.81017807228315, -63.70141572430165, -303.55150129618846]","[8.53151631647695, 305.66445572798085, 424.42768692393787]","[485.78938968046384, 238.60500583735924, -243.1064450029268]",Dset-2.0
3296,Dset-2.0/training/EndSpeedLimit/1988Image.jpeg,"[192.12093774784714, -158.07503078479118, -263.89496662704283]","[46.2101005714052, -248.08645793342595, 450.23258135610916]","[514.1402646866442, 126.5287692125362, -378.78145585688736]",Dset-2.0
3297,Dset-2.0/training/EndSpeedLimit/10111Image.jpeg,"[-439.24195053281136, -238.47874456610015, 262.8290998974305]","[268.5658463385923, -626.6244911875267, -336.98196279213346]","[-181.4269575845879, -254.00987323971393, 435.5334205849862]",Dset-2.0
3298,Dset-2.0/training/EndSpeedLimit/9565Image.jpeg,"[-663.9612490105192, 162.66770769698974, -27.133794197873566]","[154.96603093678448, 189.9521883086839, 241.91211786093635]","[-94.65682819721091, -8.052592670530494, -82.04560170162523]",Dset-2.0
3299,Dset-2.0/training/EndSpeedLimit/10336Image.jpeg,"[48.9882121032143, -312.6711676171812, 0.8327779559969334]","[166.3411669983058, -718.6258966210316, 117.55289848313112]","[264.8856949648371, -212.7768149489844, 331.95086772154866]",Dset-2.0
3300,Dset-2.0/training/EndSpeedLimit/10305Image.jpeg,"[43.58445534107991, -331.25921059426156, -40.05757983344546]","[245.3518104325144, 74.19131892012297, 760.3458351701662]","[301.3616488564689, -347.93617368731435, 60.51360511348652]",Dset-2.0
3301,Dset-2.0/training/EndSpeedLimit/10278Image.jpeg,"[51.160858699472975, -327.1251472865902, -29.386422391232834]","[167.03616284951738, -718.0032059274369, 189.232619837232]","[257.3089962025533, -288.63018707052436, 274.5244304817448]",Dset-2.0
3302,Dset-2.0/training/EndSpeedLimit/9069Image.jpeg,"[601.0703182467805, 88.01304987523625, -131.8387425116788]","[-91.69966312075881, -0.6579753300131528, 478.15860432123594]","[609.9032864029799, 197.91467351004886, -334.2257775600446]",Dset-2.0
3303,Dset-2.0/training/EndSpeedLimit/9038Image.jpeg,"[597.38340857898, -30.372802765819195, -85.71174474063235]","[-61.94293520556174, -332.99279083780675, 143.7505458312954]","[604.6323620020439, 172.46416660772837, -245.25532882461178]",Dset-2.0
3304,Dset-2.0/training/EndSpeedLimit/9851Image.jpeg,"[-11.924192412696474, -266.08140229625906, -63.55794887366469]","[142.1567625913801, -408.1205579794192, -563.6497880963898]","[181.3647052781782, -61.63482883499193, 462.18422674830646]",Dset-2.0
3305,Dset-2.0/training/EndSpeedLimit/10234Image.jpeg,"[60.42220737478953, -334.5016894803751, -50.57143731178587]","[225.9596698419808, -235.3643472593151, 738.6298731771219]","[286.4796286822764, -384.39401830932167, 88.9090059943081]",Dset-2.0
3306,Dset-2.0/training/EndSpeedLimit/2031Image.jpeg,"[-97.4917185911271, -178.35186546575767, -200.20928495345564]","[79.58841619493938, 449.44346815118627, -272.7463294077698]","[137.28184928856916, 143.22623245513265, 298.8945512985309]",Dset-2.0
3307,Dset-2.0/training/EndSpeedLimit/10078Image.jpeg,"[-588.9823880946773, 78.19357577128544, 51.43230988889571]","[159.0171630238994, 425.80008969899353, 229.9361740812325]","[-136.69243404703744, -68.98082261578654, -76.72447396879755]",Dset-2.0
3308,Dset-2.0/training/EndSpeedLimit/9776Image.jpeg,"[-24.701316412923315, -299.425816738056, -179.39732004367465]","[-57.34199490526439, 54.67819934798403, -299.3558480153678]","[123.53880673468348, 268.2068239819307, 259.5942875939518]",Dset-2.0
3309,Dset-2.0/training/EndSpeedLimit/9061Image.jpeg,"[591.7923470222495, -84.20417105687754, -67.89435218635558]","[-162.27182875525182, -152.2673491015688, -174.16725423982467]","[520.9322911513259, 339.0516485749937, 65.2137158858814]",Dset-2.0
3310,Dset-2.0/training/EndSpeedLimit/10307Image.jpeg,"[44.63557306405446, -330.97078415456434, -40.15872033582251]","[244.4804321382206, 75.00461983941823, 759.3698885441189]","[299.8535840288672, -348.2345005730661, 60.53685946275476]",Dset-2.0
3311,Dset-2.0/training/EndSpeedLimit/9954Image.jpeg,"[513.1644648924357, -52.12185785909404, 57.47264305031162]","[113.66340279718435, -616.1827774350123, 354.2843008997461]","[694.6331073334867, -21.849283745262056, 79.85692349833509]",Dset-2.0
3312,Dset-2.0/training/EndSpeedLimit/2099Image.jpeg,"[-148.7444138119321, -167.6090926169834, -228.71140065121764]","[64.68256441092142, 476.8453875671751, 134.22837334048705]","[176.77892192688816, 108.33812693108462, -5.868061602632723]",Dset-2.0
3313,Dset-2.0/training/EndSpeedLimit/1947Image.jpeg,"[-425.0012032782688, -244.48826894314797, 242.70285682069195]","[327.231003911277, -639.6011778825784, -270.54335126139677]","[-148.73311405341437, -229.16665404000935, 427.3296410584266]",Dset-2.0
3314,Dset-2.0/training/EndSpeedLimit/9941Image.jpeg,"[468.32031062956156, -22.48224811573804, -128.19020988379353]","[4.653108784548332, 388.4796162804885, -303.21224543845176]","[558.4996965562955, 352.5465479099486, 166.34318141326096]",Dset-2.0
3315,Dset-2.0/training/EndSpeedLimit/9291Image.jpeg,"[436.825218671569, 205.87489095751917, 85.53328204629841]","[-109.93333721007315, 524.9174996457131, 207.14666351643712]","[426.7813525873407, -123.39295078214477, 213.81298641126872]",Dset-2.0
3316,Dset-2.0/training/EndSpeedLimit/2103Image.jpeg,"[-154.23912617117347, -170.68728789133067, -229.2605407096325]","[65.79262418126277, 475.4759160065182, 134.4098251526713]","[174.21325527968946, 109.37031632023573, -3.869367687021364]",Dset-2.0
3317,Dset-2.0/training/EndSpeedLimit/9813Image.jpeg,"[-57.49389144365967, -155.157917438068, -295.4983073080634]","[34.18718271155527, 269.25825356991123, 450.5544408869129]","[141.95446355473604, -76.1406072950093, -241.09228285458815]",Dset-2.0
3318,Dset-2.0/training/EndSpeedLimit/10112Image.jpeg,"[-439.24195053281136, -238.47874456610015, 262.8290998974305]","[268.5658463385923, -626.6244911875267, -336.98196279213346]","[-181.4269575845879, -254.00987323971393, 435.5334205849862]",Dset-2.0
3319,Dset-2.0/training/EndSpeedLimit/9372Image.jpeg,"[-126.47447980550845, -306.8834639665469, -155.9231869764009]","[-95.22722523778515, 25.18312783280313, 207.99643249037362]","[150.16181906993836, 48.21519908341598, -108.34706800793836]",Dset-2.0
3320,Dset-2.0/training/EndSpeedLimit/9679Image.jpeg,"[-191.79436997688268, 209.37473600404348, -228.9487716653524]","[77.27389680992236, -352.577038056189, -44.83516314472229]","[-592.8818108573636, 55.7667274989744, 0.39618235625450476]",Dset-2.0
3321,Dset-2.0/training/EndSpeedLimit/9850Image.jpeg,"[-26.363399134992516, -271.78065310988904, -58.89369024026223]","[144.26152516384576, -411.18425384422784, -563.8445431783178]","[156.19616385022164, -76.03268756535309, 468.17656334121773]",Dset-2.0
3322,Dset-2.0/training/EndSpeedLimit/10075Image.jpeg,"[-461.4313928303303, -202.48805035749857, 263.6294047305089]","[245.8579024244738, -448.7028813685014, -530.0692636906494]","[-179.04373048022293, -164.14090167165818, 473.920688689353]",Dset-2.0
3323,Dset-2.0/training/EndSpeedLimit/1836Image.jpeg,"[-241.329890154984, -361.6754656691005, 147.21073877508056]","[305.2130630117275, -125.05055213866622, 772.9677712964793]","[1.046941554413242, -479.7627383932035, 105.66491512235744]",Dset-2.0
3324,Dset-2.0/training/EndSpeedLimit/9614Image.jpeg,"[-362.39050960775444, -329.0259215595382, 191.91006782990974]","[307.7767846598427, -670.8771686900352, 324.0469468283304]","[-149.41394450645586, -412.18046183054065, 291.3664963750559]",Dset-2.0
3325,Dset-2.0/training/EndSpeedLimit/10250Image.jpeg,"[35.50324543504018, -348.5220086759454, -50.893348561967436]","[247.3727947784509, -183.66689406531063, 751.1072752046133]","[283.5723132257696, -383.6254610981317, 87.35416589303226]",Dset-2.0
3326,Dset-2.0/training/EndSpeedLimit/10287Image.jpeg,"[64.6824027557623, -341.88310214721525, -82.02186220578318]","[252.89593764036906, 117.46323535871024, 756.6349485531254]","[292.65890197609895, -349.712036409034, 60.43658397640185]",Dset-2.0
3327,Dset-2.0/training/EndSpeedLimit/10077Image.jpeg,"[-588.9823880946773, 78.19357577128544, 51.43230988889571]","[159.0171630238994, 425.80008969899353, 229.9361740812325]","[-136.69243404703744, -68.98082261578654, -76.72447396879755]",Dset-2.0
3328,Dset-2.0/training/EndSpeedLimit/2118Image.jpeg,"[-152.44913576748732, -170.65951939943116, -229.995810671978]","[64.73419241287773, 476.8600491973585, 133.26013028085737]","[178.54729238901135, 109.58286257185792, -5.676599477215316]",Dset-2.0
3329,Dset-2.0/training/EndSpeedLimit/9817Image.jpeg,"[45.978676386347196, -374.6179486724099, -113.83277554161376]","[264.5323001660849, 728.6706524258072, 195.25309913795726]","[262.6782207824983, -304.7706590923583, -0.48863381191162397]",Dset-2.0
3330,Dset-2.0/training/EndSpeedLimit/10425Image.jpeg,"[13.569803115854384, -355.34901054921284, -43.99745733232752]","[250.68717317889102, -174.95011912924744, 755.7682833781379]","[259.34839165720626, -396.18773590516986, 88.44588066697798]",Dset-2.0
3331,Dset-2.0/training/EndSpeedLimit/10500Image.jpeg,"[-235.9429122175354, -30.78871491081243, -562.2793561473813]","[139.36319566378594, -429.7740413175438, -462.76347669798486]","[-344.41314062336073, -319.3368684910538, -239.18444240828208]",Dset-2.0
3332,Dset-2.0/training/EndSpeedLimit/10527Image.jpeg,"[-259.44614656584196, -365.6769749905611, -88.80754060056421]","[382.7474938056088, 708.7224812824495, -206.81590130782845]","[-283.22917387111426, -401.3864506533088, -41.74332495187856]",Dset-2.0
3333,Dset-2.0/training/EndSpeedLimit/9280Image.jpeg,"[448.8699977108926, 146.5088148310429, -207.46510458006395]","[91.79706616420177, 61.04632203709282, -663.1196987663543]","[529.3513871930261, -113.78772160909715, -112.00606559695964]",Dset-2.0
3334,Dset-2.0/training/EndSpeedLimit/9188Image.jpeg,"[378.67100087424006, -129.2909219567494, -41.48149992708611]","[112.93564339907158, -550.1703079128458, -409.62556783155605]","[583.1646630584861, 147.74313333157417, 315.2325471641784]",Dset-2.0
3335,Dset-2.0/training/EndSpeedLimit/9852Image.jpeg,"[150.6069372946281, -227.14936902549064, -85.07101665307444]","[115.46966485296088, -374.1569469236461, -561.4312162650971]","[308.48142677483946, 23.670407620065166, 427.2386841669167]",Dset-2.0
3336,Dset-2.0/training/EndSpeedLimit/1980Image.jpeg,"[192.7963068232945, -74.04320962695172, -297.7233120264038]","[17.8495210110842, 446.434244251602, 208.67174459499736]","[499.547717765763, 278.182872326107, -74.18031931706696]",Dset-2.0
3337,Dset-2.0/training/EndSpeedLimit/10518Image.jpeg,"[-258.12301729094685, -365.8286821756294, -88.11894199124949]","[381.92614889194715, 707.7855028159235, -207.44048930752805]","[-283.2289289143603, -401.4012404738153, -41.703361468210964]",Dset-2.0
3338,Dset-2.0/training/EndSpeedLimit/9248Image.jpeg,"[319.4553835866759, -287.68505711854914, -187.12512524407785]","[-58.75355339823288, -253.89218657021289, -108.14050891508109]","[432.0322432489708, 245.14154296581592, -52.11675933560248]",Dset-2.0
3339,Dset-2.0/training/EndSpeedLimit/9789Image.jpeg,"[-29.583926775265454, -98.52213677569246, -454.8535175053662]","[141.21578261822972, -92.92967095037531, -671.5391385788317]","[198.1859566303372, -277.7573346527312, -136.50746147167547]",Dset-2.0
3340,Dset-2.0/training/EndSpeedLimit/9196Image.jpeg,"[400.1346929459799, -109.96815547629032, -31.60760282293404]","[90.04961884194137, -509.05638832978974, -453.0322262504352]","[582.4033280232445, 147.20487094671142, 315.500238307212]",Dset-2.0
3341,Dset-2.0/training/EndSpeedLimit/9650Image.jpeg,"[-109.51014771942287, -73.80591546801097, -23.955619874571763]","[51.53060798220422, 536.605036029433, -29.662022163356056]","[-578.6458066819984, 100.76075769635553, 38.44311747596001]",Dset-2.0
3342,Dset-2.0/training/EndSpeedLimit/9192Image.jpeg,"[378.76546019496834, -128.60704418493563, -40.180074390657865]","[103.37542254586549, -584.485215355205, -363.0930720572562]","[567.34371616201, 137.82548312772465, 315.80804904538047]",Dset-2.0
3343,Dset-2.0/training/EndSpeedLimit/9557Image.jpeg,"[-659.9456255939579, 162.3366735754788, -26.472456531997796]","[103.2448611593365, 326.61476123546333, -23.91907150410479]","[-141.0546267942469, 158.20866792449718, 185.9876917186803]",Dset-2.0
3344,Dset-2.0/training/EndSpeedLimit/10447Image.jpeg,"[-346.6518584862363, -342.18518211637274, 140.22895910089161]","[345.6139989466817, -142.13680371164406, 738.0565284211765]","[-169.32821640935768, -485.693909031693, 117.55173301136277]",Dset-2.0
3345,Dset-2.0/training/EndSpeedLimit/9513Image.jpeg,"[-299.6563626164444, -281.1202652702402, 170.1876110079607]","[160.81830357295752, -237.92898100632254, -628.8436809687001]","[-54.55370053478535, -91.25532643084821, 526.6193670759519]",Dset-2.0
3346,Dset-2.0/training/EndSpeedLimit/1843Image.jpeg,"[-238.38534395661657, -361.00038828023696, 144.59674141508927]","[309.14767256058894, -126.71459693913434, 773.7557117444518]","[-5.372482434742987, -476.64056863739404, 103.37212511562177]",Dset-2.0
3347,Dset-2.0/training/EndSpeedLimit/1909Image.jpeg,"[-464.5753403873439, -175.92517023358377, 255.46795720228613]","[317.90274751163486, -579.8222127265162, -361.4855524304156]","[-202.43252049802575, -239.8375034651457, 427.3161056892706]",Dset-2.0
3348,Dset-2.0/training/EndSpeedLimit/2004Image.jpeg,"[257.5460639826121, -199.63862671176727, -26.006790092372935]","[158.15125109109832, -733.6285060985474, -60.16152051807947]","[576.4757291650287, 49.57882469534355, 253.51601498399646]",Dset-2.0
3349,Dset-2.0/training/EndSpeedLimit/1979Image.jpeg,"[257.68512331728886, -105.7011667749496, -195.26141606427996]","[43.55864922092341, 378.4913258975119, -384.59667365836185]","[477.4705989379948, 368.617152719429, 281.8768220539417]",Dset-2.0
3350,Dset-2.0/training/EndSpeedLimit/9581Image.jpeg,"[-664.5947310314391, 161.51264574519888, -26.57820737444053]","[134.9468481190865, 270.396834605016, 160.36612665218706]","[-111.22668478438952, 59.091143803754235, 23.40340272492422]",Dset-2.0
3351,Dset-2.0/training/EndSpeedLimit/10424Image.jpeg,"[56.232567674952186, -336.0721980729724, -48.32473394968904]","[246.01311235669385, -174.00403423564447, 751.0508844878641]","[314.79562067911723, -360.74820763989777, 75.68308269979184]",Dset-2.0
3352,Dset-2.0/training/EndSpeedLimit/9898Image.jpeg,"[337.3552100639067, -147.7233172856775, -102.49398947540973]","[241.43897226136124, 709.1866516003981, -185.37052108833421]","[544.2657700820174, -108.25541782170161, -56.083213475229606]",Dset-2.0
3353,Dset-2.0/training/EndSpeedLimit/9651Image.jpeg,"[-97.79015477469645, -95.14276803501191, -3.8855185997178623]","[52.731374996929, 539.3149651845636, -26.727808426065916]","[-578.9181182401071, 100.39778163177381, 40.3267221879101]",Dset-2.0
3354,Dset-2.0/training/EndSpeedLimit/9401Image.jpeg,"[-134.33786635338075, -308.3026132480222, -159.12851142653022]","[-70.67881645014565, -255.87868862453826, 89.70248862645754]","[179.3440025485978, -63.309530026335885, -303.57262174779436]",Dset-2.0
3355,Dset-2.0/training/EndSpeedLimit/1867Image.jpeg,"[-121.53502537113876, -415.97605885064644, -47.322423513788415]","[351.82099938341116, 762.6812480644903, 174.85073576639223]","[-91.33105973479674, -433.0167021942989, 6.113493574679339]",Dset-2.0
3356,Dset-2.0/training/EndSpeedLimit/9322Image.jpeg,"[399.67766478209126, -112.10182058597883, -31.22673718419672]","[90.30239391551277, -513.4068667794721, -447.42615512148944]","[571.5067197438083, 150.9191837866231, 321.89316583663157]",Dset-2.0
3357,Dset-2.0/training/EndSpeedLimit/10341Image.jpeg,"[-1.7556071033526104, -302.22948079828194, -13.284015431284065]","[161.62918867141047, -681.3322518922147, -232.63229253925823]","[245.57345466289956, -198.1878166704214, 356.0674232424258]",Dset-2.0
3358,Dset-2.0/training/EndSpeedLimit/10313Image.jpeg,"[40.02179746881054, -333.0551164791395, -39.553619974985274]","[245.53585171869562, 74.18584447568458, 759.972718192403]","[297.0308561882584, -349.78665240993854, 61.5993581876876]",Dset-2.0
3359,Dset-2.0/training/EndSpeedLimit/9162Image.jpeg,"[639.5953583548238, 63.83374510056671, 80.366304373685]","[27.533506204259325, -535.7884035256455, -333.2578984382818]","[682.6973450937605, 203.24889121786924, 275.0388164335661]",Dset-2.0
3360,Dset-2.0/training/EndSpeedLimit/1973Image.jpeg,"[256.0764688874051, -139.66034097359878, -86.52902250574121]","[119.97004238338529, -275.76064315569914, -612.5859840439946]","[523.6709506963518, 223.7499700658373, 380.4502294279635]",Dset-2.0
3361,Dset-2.0/training/EndSpeedLimit/2027Image.jpeg,"[-130.1402021315056, -182.01731843714387, -189.0676340250462]","[80.78602918972871, 450.36895579589793, -272.02492329669354]","[110.55966614532794, 124.2519596881906, 309.73840275665265]",Dset-2.0
3362,Dset-2.0/training/EndSpeedLimit/9132Image.jpeg,"[540.2910377331534, 183.73370449432875, 200.55374327983748]","[-121.57774245755911, 486.15486562419534, -105.72790783547212]","[725.456081414164, 39.830267179949935, 139.25519225016708]",Dset-2.0
3363,Dset-2.0/training/EndSpeedLimit/9434Image.jpeg,"[40.40648274534208, -382.1148323420435, -128.81476328859995]","[287.6855445729767, 765.9434692801252, -47.46337078920168]","[171.82329183992888, -335.3970031334783, -26.200674715253406]",Dset-2.0
3364,Dset-2.0/training/EndSpeedLimit/10422Image.jpeg,"[182.65579368200042, -272.3114827934825, -48.507020638921624]","[232.09305317310546, -174.09057575400243, 742.1645458877745]","[431.48116838860466, -275.75334685268206, 52.844904079294835]",Dset-2.0
3365,Dset-2.0/training/EndSpeedLimit/10269Image.jpeg,"[71.83887187678506, -336.6292422551462, -78.64871040485099]","[246.10835399529142, 86.75220271019619, 759.8007744121026]","[298.3164761133122, -350.2025617657973, 61.28958985596115]",Dset-2.0
3366,Dset-2.0/training/EndSpeedLimit/1875Image.jpeg,"[-110.87946390337935, 201.54730730013895, -176.83417089124094]","[12.510406405169102, -354.57749943929525, -86.34650568528552]","[-464.22934430690714, 8.152185422727966, 14.571023370864467]",Dset-2.0
3367,Dset-2.0/training/EndSpeedLimit/9821Image.jpeg,"[-54.46874469272089, -169.67456508831663, -272.82581534736767]","[22.079512532494793, 416.8015578600701, 269.0596644967302]","[154.79817133013043, -23.551467322047923, -150.5085926552694]",Dset-2.0
3368,Dset-2.0/training/EndSpeedLimit/10240Image.jpeg,"[45.034672296096744, -314.53462810043777, 2.4360467545167173]","[193.45661805167478, -730.5087090971067, 54.42474170940075]","[210.57991485999287, -295.1626633009361, 296.85822197261416]",Dset-2.0
3369,Dset-2.0/training/EndSpeedLimit/10302Image.jpeg,"[45.081159653071175, -330.131313611692, -39.52066393373998]","[244.1336434148584, 73.84292136679464, 760.6574252465776]","[301.51503736648556, -347.7803492556466, 60.52689044497573]",Dset-2.0
3370,Dset-2.0/training/EndSpeedLimit/1892Image.jpeg,"[-250.3259497426053, -342.0839192723544, 184.35688938261254]","[287.83358471142185, -538.5834310108795, 598.68962464879]","[23.432832577122806, -503.9005586432963, 153.14647401050257]",Dset-2.0
3371,Dset-2.0/training/EndSpeedLimit/10315Image.jpeg,"[40.75896234315132, -332.4609748773394, -38.78218213202821]","[245.29969289578023, 77.1238432286743, 759.7878418687802]","[302.2418526340155, -345.85426495559614, 60.272327632108805]",Dset-2.0
3372,Dset-2.0/training/EndSpeedLimit/10157Image.jpeg,"[5.799014427476377, -166.84857394403764, -255.7701840189861]","[70.47482074408667, 374.0857921005504, 332.6993425228955]","[184.55029427362334, -14.114542533241387, -183.13516424013224]",Dset-2.0
3373,Dset-2.0/training/EndSpeedLimit/9330Image.jpeg,"[-61.09908830021225, -297.86474274019616, -17.425838945916738]","[130.75963540900077, -541.6162330511866, -464.14400277543984]","[121.03303705315986, -173.5318151159709, 447.9781239388407]",Dset-2.0
3374,Dset-2.0/training/EndSpeedLimit/9277Image.jpeg,"[454.65079210456526, 13.2812870694053, -126.33395297172017]","[173.9588453115773, 380.8197036074725, -607.9479700992767]","[567.1455212000244, -85.30974110223353, -109.6216328374757]",Dset-2.0
3375,Dset-2.0/training/EndSpeedLimit/9080Image.jpeg,"[638.2239933627708, 71.41234424016668, 51.398879224281934]","[20.306143817535993, -283.03241292715256, -537.9863361716314]","[652.6666570594015, 281.92839875028653, 320.02747404445785]",Dset-2.0
